OID_,vh_raw,vv_raw,roughness_p5,roughness_p25,roughness_p75,roughness_p95,zonal_0219_5m_p95_max,zonal_0219_5m_p95_min,zonal_0219_5m_p95_mean,zonal_0219_5m_p5_max,zonal_0219_5m_p5_min,zonal_0219_5m_p5_mean,zonal_0219_5m_max_min,zonal_0219_5m_max_mean,zonal_0219_5m_med_max,zonal_0219_5m_med_min,zonal_0219_5m_med_mean,zonal_0219_5m_min_max,zonal_0219_5m_min_mean,zonal_0219_5m_range_max,zonal_0219_5m_range_min,zonal_0219_5m_range_mean,zonal_0219_2m_max_min,zonal_0219_2m_max_mean,zonal_0219_2m_med_max,zonal_0219_2m_med_min,zonal_0219_2m_med_mean,zonal_0219_2m_min_max,zonal_0219_2m_min_mean,zonal_0219_2m_range_max,zonal_0219_2m_range_min,zonal_0219_2m_range_mean,zonal_0219_2m_p5_max,zonal_0219_2m_p5_min,zonal_0219_2m_p5_mean,zonal_0219_2m_p95_max,zonal_0219_2m_p95_min,zonal_0219_2m_p95_mean,zonal_0219_1m_max_min,zonal_0219_1m_max_mean,zonal_0219_1m_med_max,zonal_0219_1m_med_min,zonal_0219_1m_med_mean,zonal_0219_1m_min_max,zonal_0219_1m_min_mean,zonal_0219_1m_range_max,zonal_0219_1m_range_min,zonal_0219_1m_range_mean,zonal_0219_1m_p5_max,zonal_0219_1m_p5_min,zonal_0219_1m_p5_mean,zonal_0219_1m_p95_max,zonal_0219_1m_p95_min,zonal_0219_1m_p95_mean,zonal_0219_50cm_max_min,zonal_0219_50cm_max_mean,zonal_0219_50cm_med_max,zonal_0219_50cm_med_min,zonal_0219_50cm_med_mean,zonal_0219_50cm_min_max,zonal_0219_50cm_min_mean,zonal_0219_50cm_range_max,zonal_0219_50cm_range_min,zonal_0219_50cm_range_mean,zonal_0219_50cm_p5_max,zonal_0219_50cm_p5_min,zonal_0219_50cm_p5_mean,zonal_0219_50cm_p95_max,zonal_0219_50cm_p95_min,zonal_0219_50cm_p95_mean,zonal_0219_25cm_max_min,zonal_0219_25cm_max_mean,zonal_0219_25cm_med_max,zonal_0219_25cm_med_min,zonal_0219_25cm_med_mean,zonal_0219_25cm_min_max,zonal_0219_25cm_min_mean,zonal_0219_25cm_range_max,zonal_0219_25cm_range_min,zonal_0219_25cm_range_mean,zonal_0219_25cm_p95_max,zonal_0219_25cm_p95_min,zonal_0219_25cm_p95_mean,zonal_0219_25cm_p5_max,zonal_0219_25cm_p5_min,zonal_0219_25cm_p5_mean
294,0.0235061,0.0677604,0.0006641,0.0011703,0.0026229,0.0053669,0.0086047,0.0032936,0.0058007,0.0007313,0.0006238,0.0006722,0.0071811,0.0554215,0.0020114,0.0014901,0.0017714,0.0002248,0.0001818,0.1084053,0.0070372,0.0552398,0.0041355,0.0184433,0.0050477,0.0013338,0.0018961,0.0003144,0.0002498,0.1083731,0.0038946,0.0181935,0.0011660,0.0005763,0.0007000,0.0317431,0.0028708,0.0057034,0.0034911,0.0108902,0.0109559,0.0011128,0.0019922,0.0004749,0.0003085,0.1081627,0.0031938,0.0105817,0.0022899,0.0005083,0.0007336,0.0526590,0.0023047,0.0053344,0.0024658,0.0071812,0.0202049,0.0009930,0.0020987,0.0039427,0.0004432,0.1046874,0.0021007,0.0067380,0.0057758,0.0004379,0.0008013,0.0753424,0.0017675,0.0049804,0.0015492,0.0053007,0.0411909,0.0007369,0.0022167,0.0095746,0.0006764,0.1041155,0.0011419,0.0046243,0.0913777,0.0013201,0.0043779,0.0112267,0.0003034,0.0009518
295,0.0302084,0.0807987,0.0006497,0.0011372,0.0025919,0.0044601,0.0046554,0.0041894,0.0044509,0.0007448,0.0005928,0.0006599,0.0104906,0.0117716,0.0019389,0.0014730,0.0017176,0.0002224,0.0001955,0.0125378,0.0102847,0.0115761,0.0056058,0.0087231,0.0025811,0.0010406,0.0017532,0.0003139,0.0002452,0.0125238,0.0053797,0.0084778,0.0008636,0.0004983,0.0006874,0.0060493,0.0022787,0.0042798,0.0021986,0.0068769,0.0028537,0.0009014,0.0017886,0.0005163,0.0003147,0.0125151,0.0019242,0.0065621,0.0010378,0.0004588,0.0007164,0.0067568,0.0015828,0.0041347,0.0018620,0.0054019,0.0042698,0.0007861,0.0018344,0.0008892,0.0004261,0.0122492,0.0015860,0.0049758,0.0013584,0.0004076,0.0007604,0.0095068,0.0014014,0.0039730,0.0012075,0.0042049,0.0057151,0.0005942,0.0019042,0.0030767,0.0006044,0.0113229,0.0008534,0.0036006,0.0113425,0.0010470,0.0036038,0.0035276,0.0002890,0.0008568
296,0.0241018,0.0514532,0.0006723,0.0011744,0.0025535,0.0042316,0.0044883,0.0040310,0.0042281,0.0007164,0.0006304,0.0006762,0.0088788,0.0102698,0.0017942,0.0016777,0.0017469,0.0002010,0.0001611,0.0116435,0.0086809,0.0101087,0.0044861,0.0078969,0.0022581,0.0011894,0.0017729,0.0003368,0.0002449,0.0114915,0.0044008,0.0076520,0.0009060,0.0005243,0.0007044,0.0053952,0.0028035,0.0041218,0.0027891,0.0064336,0.0026970,0.0010304,0.0017899,0.0006177,0.0003260,0.0114607,0.0025623,0.0061076,0.0011846,0.0004673,0.0007206,0.0064698,0.0018398,0.0040397,0.0021517,0.0052422,0.0041574,0.0008373,0.0018210,0.0008703,0.0004274,0.0112827,0.0018053,0.0048149,0.0013629,0.0003852,0.0007551,0.0083852,0.0017208,0.0039111,0.0011638,0.0041734,0.0050720,0.0006365,0.0018770,0.0020321,0.0006055,0.0102043,0.0007860,0.0035679,0.0100461,0.0010851,0.0035824,0.0027586,0.0002673,0.0008480
297,0.0304774,0.1803102,0.0012822,0.0025396,0.0062589,0.0115536,0.0132878,0.0100141,0.0115689,0.0013394,0.0012065,0.0012836,0.0349034,0.0641340,0.0043840,0.0038301,0.0040448,0.0003092,0.0002751,0.0958790,0.0346064,0.0638589,0.0110959,0.0310876,0.0063602,0.0027477,0.0041421,0.0005622,0.0004068,0.0955057,0.0107048,0.0306808,0.0018178,0.0009668,0.0013432,0.0209807,0.0065050,0.0113529,0.0075645,0.0205156,0.0084049,0.0022067,0.0042632,0.0009899,0.0005428,0.0950780,0.0069699,0.0199727,0.0026953,0.0008431,0.0014169,0.0324043,0.0046228,0.0109497,0.0049513,0.0145692,0.0116743,0.0017224,0.0044336,0.0027361,0.0007779,0.0950780,0.0044306,0.0137913,0.0040014,0.0006054,0.0015587,0.0487647,0.0034424,0.0101812,0.0032498,0.0109043,0.0252803,0.0012292,0.0046441,0.0052575,0.0012260,0.0946752,0.0023183,0.0096783,0.0737917,0.0027004,0.0091689,0.0071529,0.0004292,0.0018418
298,0.0276665,0.1674160,0.0012314,0.0024387,0.0062895,0.0129555,0.0156327,0.0082188,0.0128055,0.0013632,0.0011306,0.0012517,0.0379342,0.0799511,0.0045309,0.0034004,0.0039858,0.0003252,0.0002862,0.1253154,0.0376556,0.0796649,0.0125268,0.0428100,0.0072828,0.0031097,0.0041352,0.0006826,0.0003928,0.1251905,0.0121571,0.0424172,0.0022085,0.0010285,0.0013078,0.0261652,0.0068779,0.0124421,0.0081370,0.0256378,0.0105013,0.0022483,0.0043226,0.0010828,0.0005348,0.1246321,0.0077310,0.0251029,0.0032147,0.0008336,0.0014139,0.0512775,0.0050672,0.0118122,0.0041709,0.0165330,0.0255088,0.0016476,0.0045690,0.0034929,0.0008064,0.1230423,0.0038923,0.0157266,0.0069315,0.0006429,0.0015988,0.0926076,0.0031533,0.0109659,0.0024827,0.0116277,0.0651158,0.0009569,0.0047964,0.0095631,0.0012791,0.1220784,0.0016180,0.0103486,0.1162658,0.0022477,0.0097657,0.0119465,0.0004731,0.0018965
299,0.0225222,0.1605614,0.0011877,0.0023808,0.0063952,0.0133175,0.0186956,0.0067084,0.0126870,0.0015312,0.0009938,0.0012523,0.0236439,0.0579145,0.0053643,0.0027626,0.0041129,0.0002617,0.0002218,0.1097224,0.0234772,0.0576927,0.0126483,0.0355895,0.0074672,0.0024635,0.0041878,0.0005290,0.0003558,0.1095108,0.0122971,0.0352336,0.0021231,0.0009050,0.0012890,0.0338537,0.0061372,0.0126299,0.0077630,0.0230051,0.0147856,0.0020519,0.0044009,0.0012460,0.0005054,0.1093692,0.0073873,0.0224997,0.0032790,0.0008399,0.0014026,0.0544832,0.0047142,0.0117865,0.0045819,0.0158416,0.0240578,0.0016711,0.0045635,0.0028689,0.0007733,0.1070717,0.0040909,0.0150683,0.0068858,0.0006662,0.0015755,0.0854229,0.0032603,0.0110758,0.0025494,0.0115993,0.0414564,0.0011515,0.0048239,0.0096272,0.0013134,0.1030165,0.0019722,0.0102859,0.0924492,0.0022024,0.0097165,0.0137502,0.0003947,0.0019427
300,0.0193588,0.0890195,0.0012631,0.0026009,0.0064701,0.0118703,0.0140896,0.0094149,0.0119312,0.0013516,0.0011761,0.0012719,0.0262087,0.0553667,0.0045897,0.0038254,0.0042441,0.0002780,0.0002631,0.0846718,0.0259483,0.0551036,0.0125621,0.0308519,0.0061576,0.0029916,0.0043290,0.0004856,0.0003805,0.0845539,0.0120873,0.0304713,0.0017128,0.0009951,0.0013103,0.0326625,0.0070319,0.0121053,0.0077037,0.0213433,0.0091391,0.0023177,0.0044510,0.0011441,0.0005347,0.0844831,0.0072609,0.0208086,0.0028411,0.0008976,0.0013917,0.0521651,0.0048553,0.0115493,0.0051422,0.0149877,0.0347261,0.0018733,0.0046611,0.0022159,0.0007779,0.0839846,0.0046994,0.0142098,0.0070256,0.0005555,0.0015610,0.0667591,0.0035985,0.0106143,0.0027554,0.0110890,0.0500490,0.0010458,0.0048484,0.0196918,0.0013370,0.0830849,0.0019814,0.0097519,0.0786940,0.0018846,0.0094017,0.0286180,0.0003815,0.0019784
301,0.0210662,0.0535457,0.0013274,0.0027173,0.0068075,0.0130089,0.0151954,0.0117893,0.0129935,0.0014018,0.0012964,0.0013328,0.0487055,0.0576781,0.0048366,0.0041977,0.0043870,0.0003319,0.0002996,0.0677923,0.0484027,0.0573785,0.0119556,0.0343665,0.0063094,0.0032592,0.0044865,0.0005229,0.0003965,0.0676703,0.0115744,0.0339700,0.0017796,0.0011388,0.0013719,0.0247251,0.0075374,0.0129982,0.0078628,0.0237764,0.0092941,0.0026331,0.0046616,0.0010338,0.0005441,0.0676189,0.0075166,0.0232324,0.0028964,0.0009096,0.0014708,0.0332997,0.0055930,0.0123660,0.0050116,0.0161861,0.0141424,0.0020828,0.0048670,0.0032930,0.0008362,0.0668414,0.0044342,0.0153499,0.0064401,0.0006660,0.0016611,0.0414383,0.0042654,0.0113334,0.0029475,0.0117599,0.0302875,0.0011584,0.0051109,0.0105668,0.0014436,0.0662035,0.0022475,0.0103163,0.0571273,0.0024397,0.0099520,0.0123960,0.0004414,0.0020880
302,0.0129819,0.1337392,0.0012189,0.0023876,0.0058301,0.0106722,0.0122314,0.0098077,0.0106861,0.0013116,0.0011440,0.0012225,0.0314073,0.0372150,0.0040844,0.0034195,0.0038208,0.0002965,0.0002590,0.0484382,0.0311109,0.0369560,0.0135079,0.0264902,0.0051443,0.0028632,0.0038748,0.0005067,0.0003719,0.0482551,0.0130816,0.0261183,0.0015821,0.0010122,0.0012501,0.0152919,0.0070553,0.0104592,0.0078707,0.0182822,0.0069186,0.0023065,0.0039919,0.0007957,0.0004996,0.0482448,0.0075858,0.0177825,0.0021895,0.0008277,0.0013043,0.0236610,0.0050255,0.0101611,0.0050717,0.0128549,0.0134622,0.0017931,0.0041601,0.0043017,0.0007388,0.0475960,0.0044565,0.0121161,0.0051379,0.0006816,0.0014496,0.0300802,0.0033958,0.0093241,0.0026964,0.0096492,0.0194636,0.0012372,0.0043509,0.0083597,0.0012256,0.0472265,0.0021016,0.0084236,0.0403382,0.0023388,0.0082639,0.0090529,0.0003651,0.0017998
303,0.0123528,0.0793805,0.0014271,0.0029565,0.0075550,0.0144153,0.0154775,0.0122728,0.0143515,0.0015758,0.0013555,0.0014339,0.0427810,0.0610538,0.0052565,0.0043301,0.0047887,0.0003420,0.0002854,0.0859850,0.0424389,0.0607684,0.0183600,0.0419118,0.0059210,0.0035282,0.0048548,0.0005114,0.0004043,0.0858087,0.0178486,0.0415074,0.0018863,0.0011405,0.0014674,0.0193095,0.0091472,0.0141109,0.0092033,0.0263406,0.0094848,0.0026072,0.0050510,0.0009967,0.0005453,0.0856254,0.0087265,0.0257953,0.0025228,0.0007974,0.0015566,0.0298418,0.0056669,0.0135546,0.0048930,0.0187510,0.0151256,0.0020523,0.0052768,0.0031559,0.0008741,0.0848186,0.0044891,0.0178769,0.0066526,0.0006060,0.0017869,0.0449082,0.0040015,0.0126746,0.0026219,0.0133113,0.0204819,0.0009637,0.0055460,0.0107274,0.0015048,0.0842447,0.0020313,0.0118066,0.0768325,0.0021982,0.0111878,0.0114951,0.0003815,0.0022260
304,0.0196744,0.0907713,0.0015496,0.0032501,0.0078958,0.0140550,0.0172803,0.0108690,0.0138900,0.0017083,0.0013320,0.0015789,0.0426810,0.0664766,0.0059109,0.0042910,0.0052340,0.0003722,0.0002990,0.0980489,0.0424495,0.0661776,0.0168754,0.0386316,0.0080696,0.0033317,0.0053076,0.0006118,0.0004167,0.0979864,0.0165081,0.0382149,0.0019560,0.0010831,0.0016102,0.0258178,0.0077509,0.0137100,0.0104620,0.0253729,0.0159638,0.0029513,0.0054610,0.0011762,0.0005842,0.0973697,0.0098646,0.0247888,0.0043723,0.0009448,0.0017046,0.0403464,0.0072521,0.0133869,0.0068601,0.0181821,0.0186198,0.0020404,0.0056205,0.0032185,0.0009102,0.0971816,0.0063972,0.0172718,0.0057629,0.0007076,0.0019139,0.0548612,0.0047101,0.0126677,0.0036428,0.0131117,0.0303675,0.0013089,0.0058633,0.0135910,0.0016683,0.0954478,0.0028293,0.0114433,0.0836223,0.0031379,0.0111247,0.0145401,0.0004691,0.0024516
305,0.0198581,0.0853878,0.0014750,0.0031959,0.0082896,0.0154095,0.0187917,0.0137756,0.0154286,0.0015556,0.0014287,0.0014763,0.0557930,0.0841514,0.0054799,0.0049161,0.0052559,0.0003453,0.0002939,0.1210099,0.0554846,0.0838575,0.0245546,0.0451861,0.0082750,0.0034896,0.0054139,0.0006041,0.0004337,0.1207906,0.0240783,0.0447524,0.0022452,0.0011139,0.0015700,0.0258404,0.0089239,0.0150437,0.0109259,0.0293483,0.0123324,0.0027024,0.0055889,0.0017544,0.0006254,0.1207906,0.0103831,0.0287229,0.0042967,0.0009260,0.0017095,0.0450328,0.0074961,0.0146005,0.0059143,0.0195323,0.0192595,0.0018478,0.0058467,0.0047238,0.0009788,0.1174577,0.0055690,0.0185535,0.0075835,0.0005560,0.0020102,0.0779808,0.0042902,0.0135698,0.0028022,0.0137231,0.0312350,0.0012596,0.0061629,0.0126510,0.0018427,0.1162002,0.0024869,0.0118803,0.0944435,0.0026731,0.0116422,0.0142343,0.0004162,0.0026293
306,0.0226297,0.0683923,0.0014648,0.0030703,0.0075892,0.0137998,0.0153428,0.0125571,0.0139274,0.0014792,0.0014589,0.0014658,0.0391045,0.0578274,0.0050644,0.0047934,0.0048998,0.0003498,0.0003149,0.0852637,0.0387547,0.0575125,0.0177529,0.0361887,0.0065091,0.0038681,0.0049915,0.0005495,0.0004445,0.0850991,0.0172366,0.0357442,0.0017939,0.0012369,0.0014955,0.0189051,0.0096797,0.0136891,0.0090256,0.0244812,0.0097792,0.0031405,0.0051638,0.0012715,0.0005919,0.0849784,0.0084479,0.0238893,0.0027368,0.0009892,0.0016215,0.0289588,0.0063110,0.0131115,0.0051124,0.0172343,0.0167619,0.0020399,0.0053667,0.0030177,0.0008913,0.0838327,0.0046609,0.0163430,0.0066407,0.0007722,0.0018362,0.0529773,0.0045870,0.0122138,0.0029991,0.0126045,0.0292937,0.0014614,0.0056325,0.0095552,0.0015930,0.0836428,0.0009972,0.0110115,0.0792946,0.0027937,0.0106603,0.0116762,0.0004232,0.0023337
307,0.0326265,0.1102326,0.0016584,0.0036309,0.0098791,0.0214573,0.0260220,0.0145401,0.0207088,0.0023232,0.0014410,0.0017397,0.0862632,0.1385877,0.0083933,0.0050082,0.0061824,0.0003752,0.0002610,0.1708713,0.0858880,0.1383267,0.0245768,0.0707520,0.0091085,0.0038048,0.0063076,0.0007336,0.0004137,0.1707254,0.0242016,0.0703383,0.0028613,0.0010859,0.0018517,0.0442649,0.0103308,0.0212056,0.0087577,0.0470757,0.0146386,0.0028173,0.0066157,0.0013651,0.0006439,0.1703320,0.0082834,0.0464318,0.0045794,0.0009322,0.0020290,0.0812013,0.0061154,0.0203661,0.0053354,0.0296661,0.0219284,0.0020706,0.0069273,0.0041844,0.0010575,0.1690541,0.0047950,0.0286086,0.0078793,0.0004154,0.0023037,0.1248284,0.0040700,0.0193752,0.0026945,0.0196963,0.0341276,0.0013398,0.0073875,0.0114958,0.0019685,0.1690541,0.0019620,0.0177278,0.1522110,0.0024742,0.0163310,0.0133726,0.0003231,0.0029122
308,0.0283585,0.1031867,0.0018083,0.0039771,0.0103156,0.0210729,0.0229581,0.0164702,0.0210480,0.0018402,0.0017362,0.0018093,0.0507988,0.1020162,0.0068229,0.0061478,0.0065669,0.0003514,0.0002816,0.1710533,0.0504608,0.1017346,0.0313744,0.0639233,0.0081244,0.0045189,0.0066379,0.0006811,0.0004731,0.1707919,0.0309071,0.0634502,0.0023704,0.0012332,0.0018733,0.0301766,0.0119808,0.0207505,0.0119039,0.0448133,0.0113414,0.0028359,0.0067643,0.0012843,0.0006719,0.1706685,0.0113293,0.0441414,0.0035550,0.0008054,0.0020132,0.0552144,0.0079661,0.0202538,0.0035604,0.0289535,0.0196810,0.0020006,0.0071056,0.0075015,0.0010790,0.1701995,0.0024051,0.0278745,0.0085626,0.0003822,0.0023550,0.1004037,0.0028685,0.0189246,0.0021384,0.0196916,0.0471056,0.0010314,0.0075314,0.0144277,0.0020550,0.1693071,0.0004129,0.0176366,0.1483079,0.0016546,0.0163712,0.0172212,0.0002250,0.0030204
309,0.0203980,0.0764623,0.0016079,0.0033165,0.0080426,0.0142160,0.0169093,0.0108227,0.0140522,0.0017742,0.0013957,0.0016387,0.0546171,0.0667832,0.0061386,0.0043749,0.0053231,0.0003634,0.0003002,0.0771578,0.0542893,0.0664830,0.0195344,0.0376785,0.0084782,0.0039067,0.0053846,0.0007647,0.0004433,0.0766141,0.0191516,0.0372352,0.0025863,0.0012444,0.0016845,0.0219396,0.0090865,0.0139407,0.0101880,0.0255958,0.0111201,0.0030729,0.0055059,0.0010350,0.0006166,0.0764324,0.0095886,0.0249792,0.0049764,0.0011479,0.0017798,0.0336257,0.0074903,0.0135923,0.0064698,0.0178739,0.0166989,0.0023845,0.0056684,0.0043897,0.0009700,0.0753395,0.0058705,0.0169039,0.0057757,0.0008648,0.0019668,0.0578293,0.0048141,0.0127050,0.0035248,0.0133367,0.0273361,0.0015376,0.0059493,0.0107636,0.0016676,0.0753395,0.0021404,0.0116691,0.0676809,0.0032095,0.0112710,0.0121467,0.0005428,0.0024467
310,0.0202391,0.1031465,0.0015899,0.0033388,0.0081441,0.0149261,0.0187767,0.0111319,0.0147668,0.0018620,0.0013437,0.0016295,0.0534199,0.0665719,0.0061493,0.0043841,0.0053521,0.0004486,0.0003525,0.0816479,0.0531073,0.0662194,0.0186111,0.0399014,0.0079567,0.0038316,0.0054265,0.0006710,0.0004818,0.0815967,0.0181947,0.0394196,0.0022986,0.0011723,0.0016784,0.0255443,0.0093499,0.0145857,0.0082240,0.0276456,0.0099296,0.0031543,0.0055688,0.0010788,0.0006449,0.0810384,0.0076902,0.0270007,0.0031409,0.0008748,0.0017757,0.0298877,0.0065961,0.0141210,0.0060825,0.0190110,0.0143097,0.0020282,0.0057462,0.0045849,0.0009718,0.0809525,0.0055778,0.0180391,0.0052355,0.0006158,0.0019738,0.0457624,0.0051612,0.0133048,0.0035170,0.0138640,0.0251357,0.0012920,0.0060473,0.0106060,0.0016913,0.0796050,0.0026764,0.0121727,0.0682493,0.0023786,0.0117246,0.0127468,0.0004294,0.0024782
311,0.0201878,0.1219212,0.0016992,0.0036648,0.0091880,0.0167539,0.0181546,0.0144707,0.0167540,0.0018553,0.0015280,0.0017085,0.0578966,0.0764081,0.0063367,0.0055342,0.0059391,0.0004675,0.0003854,0.0904329,0.0576169,0.0760227,0.0222508,0.0481365,0.0076965,0.0042488,0.0060229,0.0008675,0.0005201,0.0902840,0.0217500,0.0476164,0.0024941,0.0013570,0.0017759,0.0251474,0.0108075,0.0164704,0.0105183,0.0315897,0.0124262,0.0029156,0.0062441,0.0013618,0.0006797,0.0902826,0.0101379,0.0309100,0.0035286,0.0010109,0.0019030,0.0430353,0.0068336,0.0161216,0.0066271,0.0215145,0.0166481,0.0019642,0.0064541,0.0038331,0.0010304,0.0898897,0.0057991,0.0204841,0.0062964,0.0007985,0.0021533,0.0660611,0.0043456,0.0150909,0.0033067,0.0154653,0.0354858,0.0012880,0.0067818,0.0116106,0.0018746,0.0878075,0.0026957,0.0135907,0.0766641,0.0024064,0.0131400,0.0143096,0.0005392,0.0027668
312,0.0268768,0.1179024,0.0016669,0.0034497,0.0083807,0.0152538,0.0211028,0.0119056,0.0156793,0.0018966,0.0014758,0.0016921,0.0328282,0.0820927,0.0065551,0.0046898,0.0055363,0.0004532,0.0003600,0.1404753,0.0324914,0.0817327,0.0184347,0.0403560,0.0101506,0.0038927,0.0056760,0.0007059,0.0004651,0.1404158,0.0180980,0.0398908,0.0028638,0.0012931,0.0017594,0.0517227,0.0088692,0.0158763,0.0089760,0.0274698,0.0163341,0.0031301,0.0058727,0.0022994,0.0006477,0.1402314,0.0082926,0.0268220,0.0052308,0.0011181,0.0018679,0.0914714,0.0067310,0.0150487,0.0056830,0.0198756,0.0360546,0.0023821,0.0061067,0.0035064,0.0009664,0.1390315,0.0049996,0.0189092,0.0076444,0.0008682,0.0020894,0.1076408,0.0048672,0.0140687,0.0038717,0.0146440,0.0429588,0.0014548,0.0063315,0.0160334,0.0017598,0.1381774,0.0031348,0.0128842,0.1248421,0.0033521,0.0124463,0.0172704,0.0004924,0.0026091
313,0.0239133,0.1753680,0.0019982,0.0045884,0.0116130,0.0213299,0.0246025,0.0176743,0.0213727,0.0021554,0.0017665,0.0020132,0.0603770,0.0837197,0.0080878,0.0066004,0.0075917,0.0004373,0.0003057,0.0948187,0.0601349,0.0834140,0.0224919,0.0583055,0.0103783,0.0052267,0.0076427,0.0007746,0.0004759,0.0946869,0.0220955,0.0578297,0.0027656,0.0014963,0.0020836,0.0294868,0.0139066,0.0213440,0.0174543,0.0426343,0.0126908,0.0043196,0.0077474,0.0012979,0.0007045,0.0944669,0.0170917,0.0419298,0.0039167,0.0012943,0.0022071,0.0401079,0.0111635,0.0210274,0.0075343,0.0300589,0.0175330,0.0026158,0.0079704,0.0032947,0.0011294,0.0937548,0.0072647,0.0289296,0.0061492,0.0007426,0.0025342,0.0745990,0.0057776,0.0200134,0.0042690,0.0212191,0.0296573,0.0016580,0.0083178,0.0104354,0.0021227,0.0901720,0.0035352,0.0190964,0.0844404,0.0035562,0.0176363,0.0170696,0.0006033,0.0032178
314,0.0449569,0.2170771,0.0016040,0.0034907,0.0088687,0.0160876,0.0197283,0.0119249,0.0156397,0.0019165,0.0013868,0.0016505,0.0471441,0.0595998,0.0070149,0.0045460,0.0057773,0.0003611,0.0002750,0.0865028,0.0468739,0.0593248,0.0185665,0.0406520,0.0077905,0.0038806,0.0058047,0.0007245,0.0004418,0.0861581,0.0181598,0.0402102,0.0023586,0.0012248,0.0016925,0.0239946,0.0089483,0.0155955,0.0112187,0.0287342,0.0095237,0.0029632,0.0059346,0.0012451,0.0006292,0.0861190,0.0109485,0.0281049,0.0035388,0.0009637,0.0017951,0.0362316,0.0069326,0.0152801,0.0065725,0.0205097,0.0160617,0.0021045,0.0061780,0.0028401,0.0009508,0.0855441,0.0063023,0.0195590,0.0062960,0.0007935,0.0020266,0.0646274,0.0045292,0.0144178,0.0031144,0.0150786,0.0272284,0.0013497,0.0063981,0.0095250,0.0017648,0.0855441,0.0024205,0.0133138,0.0796490,0.0025913,0.0127840,0.0120585,0.0005787,0.0026003
315,0.0390404,0.1669229,0.0016213,0.0036635,0.0098160,0.0185564,0.0218055,0.0159785,0.0183660,0.0018642,0.0013646,0.0016545,0.0547944,0.1377840,0.0068493,0.0049513,0.0061484,0.0003904,0.0003458,0.3180104,0.0544094,0.1374381,0.0220138,0.0676483,0.0114576,0.0031616,0.0063784,0.0007165,0.0004828,0.3179607,0.0214990,0.0671655,0.0023065,0.0010209,0.0017421,0.0353041,0.0072582,0.0177068,0.0092757,0.0369768,0.0179094,0.0027338,0.0066384,0.0028466,0.0006687,0.3154552,0.0088117,0.0363081,0.0071617,0.0009581,0.0019206,0.1919205,0.0062215,0.0186609,0.0058455,0.0237520,0.0206997,0.0021387,0.0069107,0.0098109,0.0010894,0.3154552,0.0053692,0.0226626,0.0130028,0.0006456,0.0022940,0.2826357,0.0045499,0.0169765,0.0035839,0.0168667,0.0314402,0.0011702,0.0072358,0.0148594,0.0021448,0.3154552,0.0028174,0.0147219,0.3118305,0.0019507,0.0143723,0.0156215,0.0003939,0.0030879
