OID_,LABEL,CLASS_1,CLASS_2,CLASS_3,CLASS_4,CLASS_5,CLASS_6,CLASS_7,CLASS_8,CLASS_9,CLASS_10,CLASS_11,CLASS_12,CLASS_13,CLASS_14,CLASS_15,CLASS_16,CLASS_17,CLASS_18,CLASS_19,CLASS_20,CLASS_21,CLASS_22,CLASS_23,CLASS_24,CLASS_25,CLASS_26,CLASS_27,CLASS_28,CLASS_29,CLASS_30,CLASS_31,CLASS_32
493,OBJEC_568,0,0,0,0,1,4,74,571,3024,9507,19661,28700,24244,16376,6415,2116,637,196,29,1,0,0,0,0,0,0,0,0,0,0,0,0
494,OBJEC_569,0,0,0,0,1,12,102,980,5173,15815,28448,32114,19967,7495,1068,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,OBJEC_570,0,0,0,0,0,3,41,241,1377,4402,8879,13738,15666,17752,17517,13591,9515,5299,2226,636,207,85,28,13,6,0,0,0,0,0,0,0
496,OBJEC_571,0,0,0,0,0,1,6,69,475,2059,6132,13099,21311,27478,23721,12499,3345,559,97,33,5,0,0,0,0,0,0,0,0,0,0,0
497,OBJEC_572,0,0,0,0,0,4,71,607,3125,10066,19794,28341,24857,16123,5881,1626,321,64,9,0,0,0,0,0,0,0,0,0,0,0,0,0
498,OBJEC_573,0,0,0,0,0,2,33,268,1508,5411,13131,21477,24146,21966,13308,6720,2541,795,184,61,5,0,0,0,0,0,0,0,0,0,0,0
499,OBJEC_574,0,0,0,0,0,0,10,108,697,2882,7340,13827,19394,22494,19033,13016,7244,3204,1205,330,67,32,6,0,0,0,0,0,0,0,0,0
500,OBJEC_575,0,0,0,0,0,4,35,444,2485,8286,17137,25730,24775,18350,9702,3347,543,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0
501,OBJEC_577,0,0,0,0,1,0,8,24,137,589,1972,4728,9283,15180,19696,21190,16620,10660,5659,3014,1410,674,248,114,15,0,0,0,0,0,0,0
502,OBJEC_578,0,0,0,0,1,8,35,277,1557,5416,12707,21692,24760,22256,13287,5844,2176,780,277,117,30,2,0,0,0,0,0,0,0,0,0,0
503,OBJEC_579,0,0,0,0,0,1,6,50,322,1498,4478,9639,15292,20811,21879,18504,11064,5163,1735,561,192,27,0,0,0,0,0,0,0,0,0,0
504,OBJEC_580,0,0,0,0,0,0,1,50,266,1092,3480,7365,12748,18388,19908,16075,12268,8943,5135,2668,1356,777,450,178,71,3,0,0,0,0,0,0
505,OBJEC_581,0,0,0,0,0,1,11,154,774,3018,7843,14537,19838,22249,18844,13201,6959,2739,989,290,80,6,4,4,7,8,0,0,0,0,0,0
506,OBJEC_582,0,0,0,0,0,0,10,100,560,2125,5416,12023,19469,26294,23816,14196,5354,1353,403,89,12,2,0,0,0,0,0,0,0,0,0,0
507,OBJEC_583,0,0,0,0,0,0,3,18,86,378,1334,3654,7805,15500,24716,27874,16859,6967,3233,1389,746,269,52,6,0,0,0,0,0,0,0,0
508,OBJEC_584,0,0,0,0,3,21,149,1310,6176,15701,24574,28585,16944,10480,4509,1893,769,331,108,3,0,0,0,0,0,0,0,0,0,0,0,0
509,OBJEC_585,0,0,0,0,8,79,896,6688,23149,34182,26925,11419,2789,1774,1615,1167,196,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,OBJEC_588,0,0,0,0,0,3,29,274,1721,6412,14577,24123,27319,22433,10765,3021,503,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0
511,OBJEC_589,0,0,0,0,0,2,4,48,348,1649,5088,10791,16867,22110,21721,16394,8637,4201,1973,714,267,46,10,13,6,0,0,0,0,0,0,0
512,OBJEC_590,0,0,0,0,0,6,20,251,1528,4744,10655,18012,21076,21796,15641,8890,4947,2180,902,269,126,108,35,34,2,0,0,0,0,0,0,0
513,OBJEC_591,0,0,0,0,0,1,25,200,1329,5123,11884,19742,23486,22328,15973,8015,2500,740,169,37,4,0,0,0,0,0,0,0,0,0,0,0
514,OBJEC_592,0,0,0,0,0,0,17,148,1205,4889,12288,21521,25718,24613,14210,5328,1075,182,23,5,0,0,0,0,0,0,0,0,0,0,0,0
515,OBJEC_593,0,0,0,0,0,5,105,962,4651,11896,19673,24264,18824,14789,9161,4405,1464,502,130,52,6,0,0,0,0,0,0,0,0,0,0,0
516,OBJEC_595,0,0,0,0,1,4,19,142,879,3253,8237,15690,23964,27344,20210,8539,2237,321,49,0,0,0,0,0,0,0,0,0,0,0,0,0
517,OBJEC_596,0,0,0,0,0,0,3,22,130,646,2024,5024,10384,16633,21198,21024,15675,9510,4763,2118,1043,485,128,34,25,20,0,0,0,0,0,0
518,OBJEC_597,0,0,0,0,0,2,45,452,2579,8162,16186,24423,25624,18920,9390,3520,1101,430,204,114,57,13,0,0,0,0,0,0,0,0,0,0
519,OBJEC_599,0,0,0,0,0,0,9,93,662,3291,9122,17674,24266,25843,18133,8541,2581,580,93,1,0,0,0,0,0,0,0,0,0,0,0,0
520,OBJEC_600,0,0,0,0,1,5,54,410,2609,8557,18151,26993,26192,18195,7745,1992,282,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0
521,OBJEC_601,0,0,0,0,0,0,3,41,329,1413,3971,8513,14018,20248,24146,20500,11879,4314,1294,368,147,38,0,0,0,0,0,0,0,0,0,0
522,OBJEC_602,0,0,0,0,0,3,73,552,2945,9395,19851,28233,24793,15491,6184,2320,765,226,52,6,0,0,0,0,0,0,0,0,0,0,0,0
523,OBJEC_603,0,0,0,0,0,1,21,167,973,3386,8170,15203,21813,26970,21254,9801,2436,599,87,8,0,0,0,0,0,0,0,0,0,0,0,0
524,OBJEC_604,0,0,0,0,0,5,20,218,1211,4496,11177,19501,24330,23439,15506,7152,2474,810,367,140,37,6,0,0,0,0,0,0,0,0,0,0
525,OBJEC_606,0,0,0,0,0,2,7,122,775,3002,7860,15005,20533,23815,20093,12021,5294,1933,564,134,53,9,0,0,0,0,0,0,0,0,0,0
526,OBJEC_607,0,0,0,0,1,3,33,310,1741,5573,12363,20627,24562,23918,14822,5614,1547,335,92,10,5,0,0,0,0,0,0,0,0,0,0,0
527,OBJEC_608,0,0,0,0,0,1,36,383,1823,5252,10986,17056,19107,19696,15789,10987,5871,2501,890,325,114,53,18,1,0,0,0,0,0,0,0,0
528,OBJEC_609,0,0,0,0,1,10,42,304,1698,5369,10920,18010,19167,18952,15941,11175,5392,2393,954,371,143,47,0,0,0,0,0,0,0,0,0,0
529,OBJEC_610,0,0,0,0,0,2,13,201,1136,4320,10068,18469,23481,25259,17261,8348,2631,318,49,0,0,0,0,0,0,0,0,0,0,0,0,0
530,OBJEC_612,0,0,0,0,1,1,23,357,1888,6056,12266,19275,22019,21194,15726,8207,2815,768,206,65,22,0,0,0,0,0,0,0,0,0,0,0
531,OBJEC_613,0,0,0,0,2,4,105,1046,4530,10558,15372,16373,13227,11909,11811,11445,8288,3910,1479,532,232,58,8,0,0,0,0,0,0,0,0,0
532,OBJEC_614,0,0,0,0,0,2,53,431,2462,8457,17614,27138,25405,18262,8068,2415,470,108,4,0,0,0,0,0,0,0,0,0,0,0,0,0
533,OBJEC_615,0,0,0,0,0,2,36,283,1418,4103,8301,14328,17769,19150,17935,13112,8115,4099,1797,522,176,72,4,0,0,0,0,0,0,0,0,0
534,OBJEC_617,0,0,0,0,0,2,14,196,1150,3687,8033,14786,18995,21843,19672,12837,6330,2526,766,261,101,23,0,0,0,0,0,0,0,0,0,0
535,OBJEC_618,0,0,0,0,0,1,6,67,453,2145,5944,12373,19188,24298,22167,14955,6726,2098,585,130,46,34,6,0,0,0,0,0,0,0,0,0
536,OBJEC_619,0,0,0,0,0,5,66,663,3574,10443,19356,26230,23586,17040,7900,2007,337,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,OBJEC_620,0,0,0,0,0,0,64,487,2751,9148,18958,27695,25271,17093,6803,2054,440,107,18,0,0,0,0,0,0,0,0,0,0,0,0,0
538,OBJEC_622,0,0,0,0,0,2,70,625,3118,10111,20703,29038,24871,15510,5683,1330,154,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,OBJEC_623,0,0,0,0,6,55,663,5431,18750,30177,28049,17310,7629,2641,475,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,OBJEC_624,0,0,0,0,0,8,98,865,4398,11388,18567,21800,17764,14284,7896,4568,3092,2200,1769,1132,679,282,91,8,0,0,0,0,0,0,0,0
541,OBJEC_625,0,0,0,0,0,0,33,371,2101,7379,16327,25618,26564,19849,8952,2929,661,94,10,1,0,0,0,0,0,0,0,0,0,0,0,0
542,OBJEC_626,0,0,0,0,0,4,32,347,1933,6992,15884,25624,26015,20778,10157,3151,586,48,5,0,0,0,0,0,0,0,0,0,0,0,0,0
543,OBJEC_627,0,0,0,0,0,0,25,280,1655,6036,13627,22746,25067,22317,12195,4959,1459,443,77,3,0,0,0,0,0,0,0,0,0,0,0,0
544,OBJEC_628,0,0,0,0,0,1,49,535,3098,9862,20472,28955,24721,15154,5582,1761,519,155,25,0,0,0,0,0,0,0,0,0,0,0,0,0
545,OBJEC_629,0,0,0,0,1,0,12,101,735,2743,6666,12873,18516,22167,20393,13625,8330,3597,1086,291,71,15,0,0,0,0,0,0,0,0,0,0
546,OBJEC_630,0,0,0,0,0,3,14,163,962,3544,8209,15080,19253,20581,17455,12605,8329,3719,1057,173,33,30,12,0,0,0,0,0,0,0,0,0
547,OBJEC_631,0,0,0,0,0,1,10,81,541,2031,5379,10708,14849,20017,20937,16891,11723,5433,1762,563,202,79,15,0,0,0,0,0,0,0,0,0
548,OBJEC_632,0,0,0,0,0,2,49,324,1740,6764,16022,25961,27764,21129,8785,2345,323,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,OBJEC_633,0,0,0,0,0,42,400,3499,13716,25628,29001,19797,8352,4280,2991,1930,863,477,197,49,0,0,0,0,0,0,0,0,0,0,0,0
550,OBJEC_634,0,0,0,0,3,6,105,974,4774,12098,18967,22714,16406,13310,10110,6467,3706,1212,263,88,19,0,0,0,0,0,0,0,0,0,0,0
551,OBJEC_635,0,0,0,0,0,14,151,1231,5295,12004,17195,19796,18182,16782,11482,5829,2058,547,193,71,41,18,0,0,0,0,0,0,0,0,0,0
552,OBJEC_636,0,0,0,0,0,5,25,278,1532,5738,13630,23476,26152,23079,12186,4122,780,189,27,3,0,0,0,0,0,0,0,0,0,0,0,0
553,OBJEC_637,0,0,0,0,0,1,9,108,733,2858,7460,13908,20527,24362,21070,13729,4836,1300,273,48,0,0,0,0,0,0,0,0,0,0,0,0
554,OBJEC_638,0,0,0,0,0,1,4,12,126,580,1907,4480,8402,14548,20622,23062,19471,10944,4622,1559,598,238,46,0,0,0,0,0,0,0,0,0
555,OBJEC_639,0,0,0,0,0,3,33,317,2087,6949,15564,23924,25420,20158,11162,4363,1018,193,26,5,0,0,0,0,0,0,0,0,0,0,0,0
556,OBJEC_640,0,0,0,0,0,2,26,275,1760,6624,15507,24560,26436,20830,10324,3648,962,219,38,6,2,3,0,0,0,0,0,0,0,0,0,0
557,OBJEC_641,0,0,0,0,0,4,41,350,1965,6842,14488,22565,24358,20413,11578,5393,2180,697,192,79,62,15,0,0,0,0,0,0,0,0,0,0
558,OBJEC_642,0,0,0,0,0,7,69,646,3550,10641,21151,28557,25719,14424,4925,1246,247,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,OBJEC_644,0,0,0,0,0,1,29,240,1416,4572,10394,17038,20262,20298,15880,10416,6168,2630,1031,360,118,34,2,0,0,0,0,0,0,0,0,0
560,OBJEC_645,0,0,0,0,0,11,170,1767,7946,17672,24728,24133,15461,10660,5497,2296,734,142,5,0,0,0,0,0,0,0,0,0,0,0,0,0
561,OBJEC_646,0,0,0,0,0,1,15,134,777,3349,8840,16664,22677,24190,18268,10683,3906,1183,353,122,38,18,4,0,0,0,0,0,0,0,0,0
562,OBJEC_648,0,0,0,0,0,2,81,843,4902,14097,25042,31228,21470,10585,2426,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,OBJEC_649,0,0,0,0,0,3,35,379,2113,6937,15186,24898,25510,21305,10559,3284,779,176,58,0,0,0,0,0,0,0,0,0,0,0,0,0
564,OBJEC_650,0,0,0,0,0,1,19,200,1179,4949,12462,21550,26022,23354,12865,5445,1989,618,178,32,16,9,1,0,0,0,0,0,0,0,0,0
565,OBJEC_651,0,0,0,0,0,1,29,284,1656,6467,14667,24020,26362,21230,10865,4091,1022,182,13,0,0,0,0,0,0,0,0,0,0,0,0,0
566,OBJEC_652,0,0,0,0,0,1,9,113,680,2674,7562,14718,21591,25320,21055,11729,4268,1154,268,74,6,0,0,0,0,0,0,0,0,0,0,0
567,OBJEC_653,0,0,0,0,0,5,27,262,1344,4983,12046,21321,24871,23072,13837,6346,2255,674,146,21,11,1,0,0,0,0,0,0,0,0,0,0
568,OBJEC_654,0,0,0,0,0,2,29,170,1070,4222,10621,18759,22790,21858,15739,9625,4133,1563,519,104,12,6,0,0,0,0,0,0,0,0,0,0
569,OBJEC_656,0,0,0,0,0,0,4,47,384,1529,4337,8908,14622,19843,21584,18388,12095,5800,2162,825,281,59,21,0,0,0,0,0,0,0,0,0
570,OBJEC_658,0,0,0,0,0,1,14,153,752,2577,5986,11123,16611,22167,23031,18038,8671,1642,384,72,0,0,0,0,0,0,0,0,0,0,0,0
571,OBJEC_659,0,0,0,0,0,1,20,157,960,3536,9058,15997,21487,23144,18404,11494,4453,1337,548,220,58,13,2,0,0,0,0,0,0,0,0,0
572,OBJEC_660,0,0,0,0,0,1,32,251,1472,5306,12140,21612,25462,23807,14779,4767,1061,184,15,0,0,0,0,0,0,0,0,0,0,0,0,0
573,OBJEC_661,0,0,0,0,0,4,42,390,2443,8170,17708,26019,25329,18220,8285,3382,1078,347,101,30,8,0,0,0,0,0,0,0,0,0,0,0
574,OBJEC_662,0,0,0,0,0,0,2,23,202,896,2809,5956,10521,16737,22131,22265,16973,8525,3018,647,267,120,46,29,41,14,0,0,0,0,0,0
575,OBJEC_663,0,0,0,0,0,3,14,130,776,2777,6857,13880,19643,24911,21073,12233,5517,1903,744,290,108,28,2,0,0,0,0,0,0,0,0,0
576,OBJEC_665,0,0,0,0,0,0,12,110,643,2535,5855,11913,18039,21866,21247,16007,8642,2607,1028,411,209,81,17,0,0,0,0,0,0,0,0,0
577,OBJEC_666,0,0,0,0,1,6,111,1012,5047,14560,25779,30659,21230,9547,2498,379,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,OBJEC_667,0,0,0,0,0,4,61,571,3097,9726,19357,28129,24707,16060,6664,2140,569,106,28,3,0,0,0,0,0,0,0,0,0,0,0,0
579,OBJEC_669,0,0,0,0,0,5,36,325,1760,6240,14213,22947,24977,21540,12071,5126,1564,343,60,12,3,0,0,0,0,0,0,0,0,0,0,0
580,OBJEC_670,0,0,0,0,0,0,4,67,332,1096,2656,5237,8755,13399,18318,21388,18948,11555,5362,2039,881,476,231,87,44,14,0,0,0,0,0,0
581,OBJEC_672,0,0,0,0,0,0,12,139,844,3132,8081,15227,21365,23481,19838,12164,4862,1320,329,68,25,2,0,0,0,0,0,0,0,0,0,0
582,OBJEC_673,0,0,0,0,0,1,8,69,462,2016,6010,12719,19559,25250,22838,14181,5893,1724,419,71,2,0,0,0,0,0,0,0,0,0,0,0
583,OBJEC_674,0,0,0,0,0,6,84,596,3187,10000,19556,27835,24054,16673,7019,2013,467,65,1,0,0,0,0,0,0,0,0,0,0,0,0,0
584,OBJEC_675,0,0,0,0,1,4,36,367,2209,7686,16546,26563,27210,19943,8082,2170,348,52,5,0,0,0,0,0,0,0,0,0,0,0,0,0
585,OBJEC_676,0,0,0,0,0,0,2,21,171,761,2181,4875,8724,14832,20385,20515,17383,11165,5538,2439,1137,474,192,79,15,0,0,0,0,0,0,0
586,OBJEC_678,0,0,0,0,0,1,40,384,2296,7765,16228,25818,27065,20472,8403,2468,518,76,22,0,0,0,0,0,0,0,0,0,0,0,0,0
587,OBJEC_679,0,0,0,0,0,1,9,137,882,3636,9220,17715,24308,26178,18618,8130,1792,202,53,8,0,0,0,0,0,0,0,0,0,0,0,0
588,OBJEC_680,0,0,0,0,1,1,22,232,1477,5562,13047,22595,26193,23816,12870,4187,821,58,7,0,0,0,0,0,0,0,0,0,0,0,0,0
589,OBJEC_681,0,0,0,0,0,3,29,355,1854,6331,14525,23902,27191,22211,10119,3246,930,176,17,0,0,0,0,0,0,0,0,0,0,0,0,0
590,OBJEC_683,0,0,0,0,0,2,21,190,1272,4803,12433,21255,25974,24593,13980,5255,1193,207,40,4,0,0,0,0,0,0,0,0,0,0,0,0
591,OBJEC_684,0,0,0,0,0,5,44,356,1976,6450,14142,22922,24848,20099,11346,5295,2146,871,278,80,24,7,0,0,0,0,0,0,0,0,0,0
592,OBJEC_685,0,0,0,1,1,2,45,418,2395,7712,16709,25112,25502,19537,9322,3265,719,130,17,2,0,0,0,0,0,0,0,0,0,0,0,0
593,OBJEC_686,0,0,0,0,0,3,30,287,1496,4935,10619,17948,21367,19422,13831,9672,6004,3204,1529,614,180,52,15,14,0,0,0,0,0,0,0,0
594,OBJEC_688,0,0,0,0,0,2,22,185,1030,3782,8848,15475,17824,17927,15445,12503,10018,5279,1954,714,269,184,85,10,0,0,0,0,0,0,0,0
595,OBJEC_689,0,0,0,0,1,2,9,104,672,2704,7263,14115,20598,24172,19934,12350,5401,2192,922,309,118,23,0,0,0,0,0,0,0,0,0,0
596,OBJEC_690,0,0,0,0,0,5,34,272,1707,6057,13905,21957,24089,19767,12318,6801,3000,973,282,47,8,0,0,0,0,0,0,0,0,0,0,0
597,OBJEC_691,0,0,0,0,0,4,24,236,1574,5963,14483,23758,25731,20735,11037,4769,1774,667,287,105,64,11,0,0,0,0,0,0,0,0,0,0
598,OBJEC_693,0,0,0,0,0,0,26,280,1600,5138,11247,17502,18178,17292,14084,11302,8793,3651,1255,397,132,12,0,0,0,0,0,0,0,0,0,0
599,OBJEC_694,0,0,0,0,0,9,60,579,2928,8088,16556,24850,25633,18645,8894,3431,1140,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,OBJEC_698,0,0,0,0,0,0,3,47,320,1498,4199,9461,15446,21586,23369,17248,10250,4573,1755,736,250,109,26,13,0,0,0,0,0,0,0,0
601,OBJEC_700,0,0,0,0,0,5,28,308,1824,6466,14101,22179,23409,19161,12218,6609,2932,1038,301,159,93,50,8,0,0,0,0,0,0,0,0,0
602,OBJEC_702,0,0,0,0,0,4,40,378,2095,7624,17023,26083,27467,19239,7851,2551,671,162,30,4,0,0,0,0,0,0,0,0,0,0,0,0
603,OBJEC_703,0,0,0,0,0,3,4,73,551,2379,6183,11853,17353,21140,20268,15619,9093,4121,1640,667,175,70,30,0,0,0,0,0,0,0,0,0
604,OBJEC_704,0,0,0,0,1,2,37,346,2126,7176,15760,24665,25468,19711,10110,4002,1203,201,64,17,0,0,0,0,0,0,0,0,0,0,0,0
605,OBJEC_705,0,0,0,0,0,1,12,108,709,2711,6718,13162,18617,21709,18317,12974,7610,4127,2277,1081,652,339,90,8,0,0,0,0,0,0,0,0
606,OBJEC_706,0,0,0,0,0,1,7,121,775,3308,8726,16571,22112,24723,19042,10342,3724,1116,283,38,0,0,0,0,0,0,0,0,0,0,0,0
607,OBJEC_707,0,0,0,0,0,2,31,209,1333,4601,10761,18990,24867,23254,13893,7633,3713,1486,345,90,14,0,0,0,0,0,0,0,0,0,0,0
608,OBJEC_708,0,0,0,0,0,2,24,165,1044,4223,10403,18518,23241,23080,15789,8348,3877,1379,572,162,34,17,9,2,0,0,0,0,0,0,0,0
609,OBJEC_709,0,0,0,0,0,0,11,96,496,2193,6421,13814,20801,25965,22577,13311,4503,906,112,11,5,0,0,0,0,0,0,0,0,0,0,0
610,OBJEC_710,0,0,0,0,0,3,12,69,538,1783,4283,7882,11776,17440,23699,22123,12604,5709,2160,712,256,121,51,1,0,0,0,0,0,0,0,0
611,OBJEC_711,0,0,0,0,0,0,14,121,670,2707,7125,13661,19463,23465,20925,13369,5956,2075,787,347,156,45,3,0,0,0,0,0,0,0,0,0
612,OBJEC_712,0,0,0,0,3,22,388,3009,12077,24369,29342,23679,10717,4633,1773,581,214,52,13,15,2,0,0,0,0,0,0,0,0,0,0,0
613,OBJEC_713,0,0,0,0,1,2,33,358,2081,6614,15133,24091,25782,20573,10884,4032,1034,199,57,15,0,0,0,0,0,0,0,0,0,0,0,0
614,OBJEC_714,0,0,0,0,0,0,8,79,572,2327,6901,14451,21859,26058,21735,11972,4105,932,181,40,2,0,0,0,0,0,0,0,0,0,0,0
615,OBJEC_715,0,0,0,0,0,1,8,119,770,3045,7876,15290,21497,24269,18980,11484,5126,1799,544,67,13,1,0,0,0,0,0,0,0,0,0,0
616,OBJEC_716,0,0,0,0,0,2,13,185,1117,4243,10713,19254,24180,24449,15653,7210,2532,874,385,159,65,43,45,75,25,0,0,0,0,0,0,0
617,OBJEC_717,0,0,0,0,0,0,1,24,180,877,2941,6986,12692,19247,23186,22369,14135,6194,1980,351,54,5,0,0,0,0,0,0,0,0,0,0
618,OBJEC_718,0,0,0,0,0,7,52,355,1955,6807,15482,25236,26805,20726,9357,3120,750,175,34,21,6,1,0,0,0,0,0,0,0,0,0,0
619,OBJEC_719,0,0,0,0,0,1,8,168,1000,3645,8989,15285,21308,25458,21797,10598,2538,350,43,19,13,2,0,0,0,0,0,0,0,0,0,0
620,OBJEC_721,0,0,0,0,0,3,14,190,1052,4273,10971,19852,25332,24630,15683,6802,2008,366,39,7,0,0,0,0,0,0,0,0,0,0,0,0
621,OBJEC_722,0,0,0,0,0,6,43,500,2703,8588,17982,26965,25552,17757,7310,2555,940,268,51,2,0,0,0,0,0,0,0,0,0,0,0,0
622,OBJEC_723,0,0,0,0,3,10,311,2567,11121,23404,30464,26530,10873,4510,1523,236,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,OBJEC_724,0,0,0,0,0,5,91,787,4114,12068,22012,29303,22878,13609,4693,1092,166,64,7,0,0,0,0,0,0,0,0,0,0,0,0,0
624,OBJEC_728,0,0,0,0,0,0,11,94,609,2410,6454,12608,18143,22528,21560,15387,7937,2552,473,104,19,0,0,0,0,0,0,0,0,0,0,0
625,OBJEC_729,0,0,0,0,1,3,52,413,2340,7987,17512,26738,26851,18882,8238,1927,267,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,OBJEC_730,0,0,0,0,0,3,19,178,1178,4094,9820,18506,24005,23340,13717,7557,4735,2407,904,476,201,61,12,9,0,0,0,0,0,0,0,0
627,OBJEC_731,0,0,0,0,0,5,39,330,2035,7313,16320,25883,26493,20370,9062,2364,571,90,14,0,0,0,0,0,0,0,0,0,0,0,0,0
628,OBJEC_732,0,0,0,0,0,0,2,26,276,1270,4113,9596,17089,24464,25970,18645,7317,1925,439,86,4,0,0,0,0,0,0,0,0,0,0,0
629,OBJEC_733,0,0,0,0,0,0,2,17,123,452,1362,3105,5844,10488,16524,22210,23101,15656,7294,2970,1155,518,219,97,82,3,0,0,0,0,0,0
630,OBJEC_736,0,0,0,0,0,0,8,77,586,2422,6488,12905,18552,22996,22203,14984,6639,2006,634,232,108,28,12,9,0,0,0,0,0,0,0,0
631,OBJEC_737,0,0,0,1,0,1,28,260,1522,5176,11374,18509,23195,22902,15408,8319,3364,951,189,23,0,0,0,0,0,0,0,0,0,0,0,0
632,OBJEC_738,0,0,0,0,0,8,48,429,2421,7806,17047,24894,23842,18222,9967,4438,1354,353,58,2,0,0,0,0,0,0,0,0,0,0,0,0
633,OBJEC_739,0,0,0,0,1,3,23,229,1443,5430,12872,21463,24782,22412,14163,6398,1854,437,42,4,0,0,0,0,0,0,0,0,0,0,0,0
634,OBJEC_740,0,0,0,0,0,0,28,287,1648,5476,12343,20021,22913,21255,13935,8054,3641,936,245,78,24,5,0,0,0,0,0,0,0,0,0,0
635,OBJEC_742,0,0,0,0,0,0,5,29,224,1034,3119,6926,11914,18540,22918,22286,15461,6525,1826,522,175,44,8,0,0,0,0,0,0,0,0,0
636,OBJEC_744,0,0,0,0,0,1,23,162,982,3555,8650,16021,21783,24254,18375,10375,4427,1635,607,211,94,51,16,0,0,0,0,0,0,0,0,0
637,OBJEC_745,0,0,0,0,0,4,11,64,279,992,2868,5935,10492,15785,19407,20459,16276,10183,4924,2097,792,223,51,17,16,14,0,0,0,0,0,0
638,OBJEC_746,0,0,0,0,0,0,14,199,1105,4287,10410,18797,23639,24164,16765,8270,2735,699,126,12,0,0,0,0,0,0,0,0,0,0,0,0
639,OBJEC_747,0,0,0,0,2,5,53,403,2400,7800,16640,25813,25649,19466,8976,2904,698,72,7,1,0,0,0,0,0,0,0,0,0,0,0,0
640,OBJEC_748,0,0,0,0,1,0,19,149,875,3420,9113,16904,23387,24837,18566,9690,3118,663,127,20,0,0,0,0,0,0,0,0,0,0,0,0
641,OBJEC_749,0,0,0,0,0,2,15,247,1526,5574,13292,22541,26052,22839,13203,4804,965,154,8,0,0,0,0,0,0,0,0,0,0,0,0,0
642,OBJEC_750,0,0,0,0,0,1,11,135,899,3539,9185,16786,23285,25268,17918,9102,3452,1262,307,58,11,3,0,0,0,0,0,0,0,0,0,0
643,OBJEC_751,0,0,0,0,0,6,47,433,2399,8589,18622,27477,26165,17299,7045,2081,612,241,107,69,23,5,2,0,0,0,0,0,0,0,0,0
644,OBJEC_753,0,0,0,0,0,11,143,1191,5854,15908,26996,32051,18807,8048,1666,194,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,OBJEC_754,0,0,0,0,0,2,14,218,1179,3972,9279,16026,20665,21834,17521,11473,5378,2275,891,296,155,39,5,0,0,0,0,0,0,0,0,0
646,OBJEC_755,0,0,0,0,0,2,42,435,2606,8376,17091,24839,23653,18676,10250,3937,1100,181,26,6,2,0,0,0,0,0,0,0,0,0,0,0
647,OBJEC_756,0,0,0,0,0,1,22,128,700,2698,7409,14438,20670,23649,19312,12296,6050,2495,986,275,73,20,0,0,0,0,0,0,0,0,0,0
648,OBJEC_758,0,0,0,0,0,1,20,249,1530,5410,12875,21753,24694,21994,13383,5902,2185,589,212,66,18,8,0,0,0,0,0,0,0,0,0,0
649,OBJEC_759,0,0,0,0,0,0,21,248,1616,5732,13059,22762,25944,22669,11923,4608,1622,473,144,51,17,0,0,0,0,0,0,0,0,0,0,0
650,OBJEC_760,0,0,0,0,0,3,85,696,3725,11574,22327,29782,24413,13854,4196,733,130,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0
651,OBJEC_761,0,0,0,0,0,2,17,153,888,3310,7421,13666,17046,19166,17822,14473,9307,4555,2114,682,177,62,28,0,0,0,0,0,0,0,0,0
652,OBJEC_762,0,0,0,0,0,6,82,763,3767,11647,22119,28951,23700,14156,4826,1107,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,OBJEC_763,0,0,0,0,0,0,20,156,1043,3810,9777,17852,23731,25331,17848,8556,2525,484,69,20,0,0,0,0,0,0,0,0,0,0,0,0
654,OBJEC_765,0,0,0,1,2,32,472,4019,15834,28430,30957,20412,7615,2885,511,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,OBJEC_766,0,0,0,0,0,0,5,35,211,1057,3025,7042,13084,20807,25285,22195,12337,4070,1318,315,88,13,2,0,0,0,0,0,0,0,0,0
656,OBJEC_767,0,0,0,0,0,2,17,109,733,3143,8450,16045,23258,25951,19102,10003,3344,866,155,27,11,6,0,0,0,0,0,0,0,0,0,0
657,OBJEC_768,0,0,0,1,2,7,20,81,186,590,1834,4033,8152,14609,20567,22633,17928,10448,5368,2649,1324,526,183,65,16,0,0,0,0,0,0,0
