OID_,LABEL,CLASS_1,CLASS_2,CLASS_3,CLASS_4,CLASS_5,CLASS_6,CLASS_7,CLASS_8,CLASS_9,CLASS_10,CLASS_11,CLASS_12,CLASS_13,CLASS_14,CLASS_15,CLASS_16,CLASS_17,CLASS_18,CLASS_19,CLASS_20,CLASS_21,CLASS_22,CLASS_23,CLASS_24,CLASS_25,CLASS_26,CLASS_27,CLASS_28
1744,OBJEC_1856,465,4514,5853,34055,18869,12142,10211,7246,4859,3510,2215,1601,4215,443,26,0,0,0,0,0,0,0,0,0,0,0,0,0
1745,OBJEC_1857,946,8598,11254,58562,21466,6528,2228,489,116,34,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1746,OBJEC_1858,1879,16127,18508,60776,10318,1494,403,52,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1747,OBJEC_1859,981,9108,10881,52931,19739,7379,4542,2095,1036,710,358,230,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748,OBJEC_1860,750,6246,8168,44439,22406,10007,5213,2842,1783,1252,1027,804,4086,851,174,80,57,26,8,4,1,0,0,0,0,0,0,0
1749,OBJEC_1861,1166,10665,12801,56805,19317,6157,2104,586,199,68,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750,OBJEC_1862,863,8249,10688,58088,22718,6577,2256,399,45,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1751,OBJEC_1863,227,2272,3555,24523,17377,12664,10341,7372,5649,4727,3370,2824,12329,2177,491,176,54,29,23,17,15,12,0,0,0,0,0,0
1752,OBJEC_1864,866,8210,10656,54817,21867,8251,3530,1143,397,110,29,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1753,OBJEC_1865,2368,17941,19681,59086,9239,1290,224,51,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1754,OBJEC_1866,1385,11956,14417,59857,16104,4263,1575,438,141,48,16,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755,OBJEC_1867,1091,10145,12442,58811,19045,5490,2242,714,171,65,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756,OBJEC_1868,960,8397,10470,51914,20360,7893,4327,2187,1191,750,530,389,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1757,OBJEC_1869,2119,17988,19677,60668,8507,808,115,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1758,OBJEC_1870,951,8254,10409,50566,20980,8472,4829,2379,1263,841,419,241,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1759,OBJEC_1871,1001,8851,11989,60218,20266,5683,1787,342,66,12,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760,OBJEC_1872,1098,9468,12137,54991,19164,7348,3674,1340,520,277,106,42,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1761,OBJEC_1873,494,4629,6668,41789,25231,13402,8108,4244,2269,1366,791,459,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1762,OBJEC_1874,1283,11220,13018,56523,18155,5634,2344,1017,526,279,116,68,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1763,OBJEC_1875,1110,9062,10968,50171,19801,8162,4793,2354,1421,928,459,295,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1764,OBJEC_1876,536,4568,5650,31348,20196,12776,9887,6717,4678,3511,2480,1910,5212,360,54,9,0,0,0,0,0,0,0,0,0,0,0,0
1765,OBJEC_1877,989,8332,9814,43653,17474,8714,6526,4089,2628,1757,1179,891,3326,428,58,12,12,10,0,0,0,0,0,0,0,0,0,0
1766,OBJEC_1878,1269,11228,14157,61710,17286,3685,807,80,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1767,OBJEC_1879,1202,11532,13729,58164,17143,4890,2243,703,200,68,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1768,OBJEC_1880,1103,10475,12913,55323,17139,5656,2854,1396,809,581,376,250,999,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769,OBJEC_1881,1020,9816,12188,58614,19303,5285,2104,656,254,176,67,49,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770,OBJEC_1882,884,8466,10197,51131,21282,9017,4432,1674,828,467,330,262,1055,157,22,13,5,2,0,0,0,0,0,0,0,0,0,0
1771,OBJEC_1883,991,9645,12071,56526,20618,6369,2539,709,212,97,51,41,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1772,OBJEC_1884,1551,13709,16084,61437,13555,2776,868,181,53,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1773,OBJEC_1885,1103,9952,11669,52093,19169,7894,4530,1952,922,464,202,117,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1774,OBJEC_1886,1327,11514,13437,55127,17796,6433,2841,1089,384,156,76,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1775,OBJEC_1887,1101,10495,12442,57095,19240,5999,2741,846,199,44,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1776,OBJEC_1889,904,8534,10693,55305,21923,7545,3564,1152,330,151,59,29,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,OBJEC_1890,202,1845,2742,21282,19632,15468,13503,9621,7488,5457,3744,2731,6023,147,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1778,OBJEC_1891,1087,10577,13385,58944,17939,5114,1967,598,140,90,27,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1779,OBJEC_1892,1783,14468,16323,57002,13052,3544,1754,869,583,368,185,112,173,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780,OBJEC_1893,1338,11398,14246,61581,16465,3381,876,185,55,21,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,OBJEC_1894,845,7959,10258,55342,23142,7917,3034,795,193,94,82,75,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,OBJEC_1895,1068,9851,12730,61960,18049,4373,1505,309,39,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1783,OBJEC_1896,1219,10845,13419,60132,18271,4587,1390,290,59,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,OBJEC_1897,1135,10364,13029,61509,18089,4376,1425,240,48,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785,OBJEC_1898,837,8045,10496,53199,21172,8616,4287,1667,738,358,195,117,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1786,OBJEC_1899,1010,9380,12143,59959,20483,5153,1399,293,61,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1787,OBJEC_1900,809,7668,9906,53746,22033,7698,4122,1793,943,636,349,221,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788,OBJEC_1901,1052,9830,12130,57749,19616,6092,2438,710,180,61,24,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1789,OBJEC_1902,984,9072,11126,53051,21419,8088,3934,1466,566,243,113,66,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1790,OBJEC_1903,1277,10993,13429,57470,19564,5371,1426,323,25,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1791,OBJEC_1904,1135,9819,12206,57577,19431,5699,2532,770,230,97,34,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1792,OBJEC_1905,881,8306,10372,56096,22253,6785,3500,1033,252,117,87,68,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1793,OBJEC_1906,1302,12455,14093,58138,16736,4989,1856,453,142,41,12,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1794,OBJEC_1907,572,4910,6968,43042,23961,12337,6651,3223,1863,1282,882,741,2735,542,289,126,58,32,10,0,0,0,0,0,0,0,0,0
1795,OBJEC_1908,1028,9864,12694,60556,19572,4896,1308,256,42,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1796,OBJEC_1909,1338,11316,13828,55370,17267,6397,3095,1123,341,119,21,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1797,OBJEC_1910,1203,10936,12651,55548,18423,6114,2871,1143,382,178,78,21,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1798,OBJEC_1911,475,4362,5613,34324,20608,11220,7984,5058,3814,3039,2428,1990,7506,1015,280,96,47,15,15,3,0,0,0,0,0,0,0,0
1799,OBJEC_1912,1834,13815,16094,58682,12285,2815,1431,709,540,469,342,267,880,58,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,OBJEC_1913,612,5934,7994,46005,24933,11443,6357,2983,1542,960,489,411,555,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,OBJEC_1916,960,8161,10465,54966,22748,7402,3798,1180,156,48,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1802,OBJEC_1917,2016,16655,19233,60559,10031,1460,241,23,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1803,OBJEC_1918,1506,12622,15194,61380,15629,3066,687,129,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,OBJEC_1919,776,6862,8822,47551,26252,11513,5427,1740,533,223,100,34,53,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1805,OBJEC_1920,925,8045,10369,55318,23676,7536,2982,765,189,72,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1806,OBJEC_1921,898,7858,9795,46781,19956,9302,6016,3293,1849,1174,651,489,1821,305,35,1,0,0,0,0,0,0,0,0,0,0,0,0
1807,OBJEC_1922,1261,11048,13965,60172,18066,4305,1103,268,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1808,OBJEC_1923,736,7049,9300,51513,23718,8983,4741,2040,823,424,193,119,249,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,OBJEC_1924,881,7764,10432,53423,23043,8261,3560,1306,555,285,152,92,134,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810,OBJEC_1925,938,7468,9297,44856,23397,11667,6037,2624,1280,790,443,299,1115,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1811,OBJEC_1926,855,7836,9705,49108,21343,8847,5165,2764,1385,849,545,335,1064,79,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1812,OBJEC_1927,1060,9377,11471,56656,20726,6170,3176,1083,129,31,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1813,OBJEC_1928,1731,14632,16948,61265,12839,2227,500,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1814,OBJEC_1929,1236,10139,11723,50613,19757,7850,4576,2023,924,482,250,152,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1815,OBJEC_1930,208,1875,2787,21207,16239,12845,11459,8531,6417,5180,3888,3186,13226,2068,518,116,42,12,7,2,2,29,39,9,0,0,0,0
1816,OBJEC_1931,631,5437,6726,35230,20932,13021,9539,6157,3943,2547,1565,1062,2856,333,140,71,20,13,1,0,0,0,0,0,0,0,0,0
1817,OBJEC_1932,569,5336,7339,45132,23621,11342,7508,3822,2079,1286,667,518,953,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1818,OBJEC_1933,886,8567,11314,58059,22120,6523,2185,466,81,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1819,OBJEC_1934,232,1906,2503,16957,16025,13137,11360,8752,6948,5900,4463,3790,14394,1787,734,379,211,93,71,49,22,121,58,0,0,0,0,0
1820,OBJEC_1935,631,5658,8091,48450,26103,11402,5264,2127,1012,497,274,177,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1821,OBJEC_1936,361,3595,5071,38108,26275,15947,10536,5113,2625,1417,659,300,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1822,OBJEC_1937,969,8455,10840,56563,22083,7414,2664,811,258,97,24,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,OBJEC_1938,890,8095,10412,48590,19209,8758,5631,3002,1815,1239,783,556,1131,106,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1824,OBJEC_1939,1007,9092,11372,51753,18909,7879,4741,2480,1313,780,398,247,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,OBJEC_1940,1099,9060,10252,43193,16025,8346,6121,4072,3009,2311,1645,1219,3209,190,53,36,29,21,2,0,0,0,0,0,0,0,0,0
1826,OBJEC_1941,1163,11084,13302,58778,17763,4652,1973,690,264,128,59,29,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,OBJEC_1942,1158,11072,13984,61418,17707,3789,961,122,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1828,OBJEC_1943,1083,9257,11803,57289,20782,6549,2356,584,142,35,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,OBJEC_1944,1581,13220,14874,55637,14005,4534,2675,1254,699,429,260,165,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1830,OBJEC_1945,1254,11734,13982,58695,17592,4380,1682,419,99,41,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1831,OBJEC_1946,420,3852,4738,26725,16110,10919,9730,7586,6008,4892,3594,3114,10476,1181,301,107,46,28,24,14,7,20,0,0,0,0,0,0
1832,OBJEC_1947,1261,11630,13716,58607,16473,4469,2376,914,299,110,28,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,OBJEC_1948,1316,10860,13174,57034,18035,5704,2473,916,376,160,65,40,66,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,OBJEC_1949,1174,10251,12556,55352,19050,6260,3335,1171,462,263,116,69,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,OBJEC_1950,1283,11395,13485,56952,17463,5406,2663,931,349,162,73,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,OBJEC_1951,1202,10966,13995,60828,17385,4120,1451,258,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,OBJEC_1952,1131,9783,12274,57865,19791,6156,2273,643,197,73,23,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1838,OBJEC_1953,829,7350,8932,45245,20401,10155,6935,3950,2285,1483,848,641,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,OBJEC_1954,1771,15545,17380,62287,11334,1385,181,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,OBJEC_1955,1169,10117,12671,60238,20204,4338,945,191,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1841,OBJEC_1956,660,6402,8704,50084,23581,10252,5791,2443,1065,490,210,111,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1842,OBJEC_1957,1674,15068,16622,59527,12443,2789,1363,520,125,60,21,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1843,OBJEC_1958,895,8222,10615,55354,21554,8053,3599,1054,351,130,38,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844,OBJEC_1959,863,7961,10270,55600,22552,7911,3277,980,326,96,45,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1845,OBJEC_1960,1570,12662,15158,59937,15411,3575,1198,315,59,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1846,OBJEC_1961,817,7252,8867,48481,20164,8867,5625,3079,2122,1542,1091,772,1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1847,OBJEC_1962,1368,12143,14207,56777,15550,4596,2208,918,480,327,228,209,745,101,25,7,2,0,0,0,0,0,0,0,0,0,0,0
1848,OBJEC_1964,1139,10741,14038,62141,16945,3628,1082,159,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1849,OBJEC_1965,530,4739,6674,44209,26513,13840,7487,3313,1439,698,280,98,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1850,OBJEC_1966,786,7326,10137,53628,23267,8437,3970,1274,481,159,65,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1851,OBJEC_1967,1634,13713,16129,59934,14489,3157,930,200,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1852,OBJEC_1968,773,7065,9297,46704,19127,8374,5796,3607,2770,2088,1355,887,2281,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1853,OBJEC_1969,1598,13629,16102,62087,13348,2514,538,71,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1854,OBJEC_1970,501,4234,5874,36950,22899,13620,9684,5389,3382,2258,1528,1126,2600,160,19,0,0,0,0,0,0,0,0,0,0,0,0,0
1855,OBJEC_1971,808,6994,9372,48932,21445,9739,5526,2661,1535,935,506,387,944,67,19,12,4,3,3,0,0,0,0,0,0,0,0,0
1856,OBJEC_1972,586,5500,7381,40535,21190,11654,7966,4620,2987,2036,1240,899,2788,387,84,26,10,3,0,0,0,0,0,0,0,0,0,0
1857,OBJEC_1973,813,6998,9060,49699,23703,10371,5140,2014,977,479,256,145,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1858,OBJEC_1974,2317,20244,19977,54547,8914,2451,940,403,212,138,59,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1859,OBJEC_1975,1235,11234,13450,60287,17671,4059,1564,360,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1860,OBJEC_1976,1133,10297,12130,57204,19344,6141,2680,751,162,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1861,OBJEC_1977,1186,10081,12803,58503,19189,5482,2018,656,201,69,25,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1862,OBJEC_1979,1649,12825,14847,58868,15579,3951,1668,457,35,8,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1863,OBJEC_1980,732,7413,9640,53989,22902,8491,4251,1449,412,176,56,34,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1864,OBJEC_1981,867,7158,9331,50418,22869,9768,5595,2287,943,414,150,55,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1865,OBJEC_1982,558,4861,5819,31584,18189,11304,8731,5772,4402,3350,2566,2263,8879,1071,271,107,58,40,16,15,14,22,0,0,0,0,0,0
1866,OBJEC_1983,670,6590,8468,48801,22897,10294,6489,2910,1330,680,323,210,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1867,OBJEC_1984,1075,9406,12071,57437,20437,6293,2461,743,183,66,29,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1868,OBJEC_1985,1080,10151,11696,54383,19486,6665,4066,1520,523,310,169,86,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1869,OBJEC_1986,1435,14233,16226,62733,12355,2280,821,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870,OBJEC_1987,889,8041,10127,49280,19818,8494,5657,2912,1480,928,616,455,1168,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1871,OBJEC_1988,688,6922,9241,51536,23528,9383,5313,2095,656,317,170,126,233,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1872,OBJEC_1989,1055,9566,12268,58597,20147,5627,2079,465,72,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1873,OBJEC_1990,1118,10163,12630,56635,18032,5994,2972,1178,508,199,85,35,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1874,OBJEC_1992,632,6159,8546,51077,24657,10145,5541,2260,552,200,69,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1875,OBJEC_1993,975,8520,11437,57826,22007,6423,2098,491,96,13,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1876,OBJEC_1995,1840,15331,17519,59502,12253,2430,776,203,28,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1877,OBJEC_1997,989,8294,9954,49812,21675,9778,5006,2125,1065,585,256,167,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1878,OBJEC_1998,753,6325,7909,35876,16284,9818,8188,5727,4158,2900,2167,1635,6268,1228,204,108,91,69,52,32,31,51,18,0,0,0,0,0
1879,OBJEC_1999,1182,10042,12240,57504,20189,6240,2184,503,102,29,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1880,OBJEC_2000,1740,15780,18002,62043,10394,1748,447,55,8,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1881,OBJEC_2001,976,8947,10705,50605,21252,8807,5334,2275,835,344,110,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1882,OBJEC_2002,1195,10419,12328,53104,18058,6843,3777,1951,1052,613,312,180,384,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1883,OBJEC_2003,1279,11833,14225,58400,16998,4603,1787,543,129,65,19,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1884,OBJEC_2004,1142,9883,11898,54273,19319,6360,3112,1510,650,464,276,242,1031,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1885,OBJEC_2006,708,6329,8154,47501,24798,11192,6157,2645,1310,689,353,183,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1886,OBJEC_2007,1237,11614,14083,61448,16108,4118,1318,258,30,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1887,OBJEC_2008,1109,9874,11743,51767,20033,8012,4019,1715,852,448,267,146,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1888,OBJEC_2009,1505,12239,14800,57703,15604,4314,2154,861,427,245,136,71,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1889,OBJEC_2010,301,2918,4566,33076,23812,15304,10809,6327,4067,2685,1821,1215,3156,127,32,8,0,0,0,0,0,0,0,0,0,0,0,0
1890,OBJEC_2011,919,9010,10958,54871,19892,6704,3973,1686,591,326,178,136,512,72,40,10,6,8,0,0,0,0,0,0,0,0,0,0
1891,OBJEC_2012,786,7399,9989,50583,22680,8806,5118,2349,1193,676,345,183,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1892,OBJEC_2013,937,8282,10670,53245,21540,7596,4528,1933,702,393,175,98,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1893,OBJEC_2014,612,5859,7314,36704,19608,12122,8718,5157,3340,2266,1480,1186,4614,870,235,73,24,8,5,5,6,17,0,0,0,0,0,0
1894,OBJEC_2015,836,7218,9630,52696,22860,8801,4544,1798,772,402,151,82,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1895,OBJEC_2016,897,7695,10223,50890,20473,8155,4458,2466,1545,917,583,469,1090,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1896,OBJEC_2017,924,7898,10082,51166,23149,9315,4416,1608,563,235,110,54,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1897,OBJEC_2018,2171,17441,18419,58745,10412,1934,611,139,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1898,OBJEC_2019,1112,9556,11827,52371,18235,7367,4490,2039,1031,672,448,277,466,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1899,OBJEC_2020,428,4133,5380,32286,21608,14267,11420,7530,4471,3019,1709,1147,2146,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,OBJEC_2021,1818,14645,17153,60790,12428,2326,626,102,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1901,OBJEC_2023,865,7495,9214,45545,21428,9949,6853,3427,1837,1162,699,485,1152,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1902,OBJEC_2024,1004,9191,11447,55979,21444,6911,2887,970,253,104,23,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1903,OBJEC_2025,1154,10631,12564,53658,19177,7051,3251,1324,602,273,142,44,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,OBJEC_2026,1521,13085,15443,61156,14343,2954,1087,247,36,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1905,OBJEC_2029,1897,15418,18351,61016,11131,1641,368,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,OBJEC_2030,2196,17947,19511,61821,7998,660,80,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1907,OBJEC_2031,1093,9255,10854,47822,19014,8467,5119,2795,1726,1058,656,455,1503,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,OBJEC_2032,1024,8845,11988,59311,21058,5629,1625,340,43,18,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1909,OBJEC_2033,1398,12234,14466,58063,16433,4835,1646,389,72,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1910,OBJEC_2034,1746,13496,16184,60568,13787,3090,814,169,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1911,OBJEC_2035,707,6359,8763,47290,20716,10230,6740,3520,2040,1305,702,419,1006,87,8,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,OBJEC_2036,1523,13486,16156,61443,13746,2899,848,110,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1913,OBJEC_2037,1377,12329,14725,57607,14778,4335,2403,1210,534,284,155,76,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1914,OBJEC_2039,933,8022,10332,53535,22267,7740,3897,1571,659,329,126,74,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1915,OBJEC_2040,989,8850,10848,53372,20448,7466,4103,1828,762,443,248,170,362,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1916,OBJEC_2041,1418,10634,12801,54017,18168,6487,3362,1461,701,382,202,120,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1917,OBJEC_2042,1413,11470,13450,60372,17664,3972,1580,276,22,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1918,OBJEC_2044,656,6468,8475,50241,24931,10258,5622,2232,720,339,161,82,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1919,OBJEC_2045,1114,9661,11318,53878,21355,7295,3417,1336,338,143,31,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1920,OBJEC_2046,352,3458,4685,30109,21335,14697,11966,7931,5163,3608,2139,1489,2899,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1921,OBJEC_2047,1115,9493,11963,57505,20670,6224,2110,514,148,90,28,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1922,OBJEC_2048,821,7914,9756,50633,22443,8821,5063,2275,979,513,332,207,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1923,OBJEC_2049,1612,13349,14881,57100,15469,4248,1903,561,259,204,113,86,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1924,OBJEC_2050,1074,8828,11449,54147,20564,7283,3793,1606,690,412,179,100,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
